id,category,prompt,response,source,source_id
codealpaca-15802,coding,Write an algorithm in C++ for linear search.,"// C++ implementation of the linear search #include <iostream> using namespace std; // A iterative linear search function to search 'x' in arr[] // of size 'n' int search(int arr[], int n, int x) { int i; for (i = 0; i < n; i++) if (arr[i] == x) return i; return -1; } int main() { int arr[] = { 2, 3, 4, 10, 40 }; int x = 10; int n = sizeof(arr) / sizeof(arr[0]); int result = search(arr, n, x); (result == -1) ? cout<<""Number not found"" : cout<<""Number found at index ""<<result; return 0; }",sahil2801/CodeAlpaca-20k,15802
dolly-11347,factual,What kind of dog is a Bernedoodle?,"A Bernedoodle is a dog that is a mix of two other types of dogs: a poodle and a bernese mountain dog. These two dogs are cross-bred to create the Bernedoodle, frequently to get the hair of the poodle rather than the coast of a Bernese. This means the dog does not shed and is hypoallergenic which makes for a much tidier house!",databricks/databricks-dolly-15k,11347
dolly-2620,factual,What does the Latin phrase mea culpa mean in English?,Mea culpa means “my fault” in English.,databricks/databricks-dolly-15k,2620
codealpaca-15986,coding,Interpret the following array of numbers consisting of 6 elements and divide it into 2 columns.,"arr = [1, 2, 3, 4, 5, 6] first_column = arr[:len(arr)//2] second_column = arr[len(arr)//2:]",sahil2801/CodeAlpaca-20k,15986
dolly-3281,factual,What re the differences between recruiters and sourcers at a company?,"In typical companies, sourcers are responsible for the upfront outreach of new, passive candidates. Sourcers leverage a variety of tools including LinkedIn, blogs, GitHub, etc. to find potential candidates and then try to contact them directly. It is the sourcers responsibility to identify as many viable candidates as possible for a role. A recruiter is responsible for managing the entire recruiting process once a candidate is identified. Recruiters will help schedule interviews, help the candidate prepare for interviews, and ultimately manage the offer process for the candidate. Recruiters are also responsible for managing the relationship with the hiring manager for a role. They are the point of contact for the entire recruiting process and are responsible for ultimately filling the role.",databricks/databricks-dolly-15k,3281
dolly-8467,factual,Does Alaska have six months of darkness and six months of light?,"Contrary to what many people assume, Alaska does not have six exact months of darkness and six months of light. Depending on the time of year and the tilt of the Earth on its axis, Alaska will receive significantly less or more daylight than the contiguous United States due to how much closer the land is positioned near the North Pole. The further away from the equator means the more extreme the sun exposure or darkness will be. The northernmost city in Alaska, Utqiagvik, will be plunged in perpetual darkness for 64 days in the winter time; conversely, in the summer time, a similar amount of time will experience perpetual sunlight.",databricks/databricks-dolly-15k,8467
codealpaca-13161,coding,Write a Python script that takes a string as input and outputs a string with the same characters in reverse order.,def reverse_string(str): return str[::-1] print(reverse_string('hello')),sahil2801/CodeAlpaca-20k,13161
codealpaca-8924,coding,Find the number of prime numbers between 1 and 100.,25,sahil2801/CodeAlpaca-20k,8924
dolly-12247,factual,What makes the banded bullfrog special,"The banded bullfrog (Kaloula pulchra) is a species of frog in the narrow-mouthed frog family Microhylidae. Native to Southeast Asia, it is also known as the Asian painted frog, digging frog, Malaysian bullfrog, common Asian frog, and painted balloon frog. In the pet trade, it is sometimes called the chubby frog. Adults measure 5.4 to 7.5 cm (2.1 to 3.0 in) and have a dark brown back with stripes that vary from copper-brown to salmon pink. The banded bullfrog lives at low altitudes and is found in both urban and rural settings, as well as in forest habitats. They bury themselves underground during dry periods and emerge after heavy rainfall to emit calls and breed. They feed primarily on ants and termites; predators of adults and tadpoles include snakes, dragonfly larvae, and snails. When threatened, they inflate their lungs and secrete a noxious white substance. The species is prevalent in the pet trade and is a potential invasive species being introduced in Taiwan, the Philippines, Guam, Singapore, Borneo, and Sulawesi.",databricks/databricks-dolly-15k,12247
dolly-14811,factual,What are some languages spoken in Mexico?,"Some languages spoken in Mexico are Spanish, Nahuatl and Mayan languages",databricks/databricks-dolly-15k,14811
codealpaca-13802,coding,Write a code snippets in Python to print the contents of a dictionary.,"for key, value in dict.items(): print(""Key: {}, Value: {}"".format(key, value))",sahil2801/CodeAlpaca-20k,13802
dolly-3256,factual,When is the best time to see cherry blossom in Japan?,"The best time to visit Japan for cherry blossoms is around late March through early May, depending on the prefecture. There are a number of factors that influene when the blooming will take place each year such as temperature and rain.",databricks/databricks-dolly-15k,3256
codealpaca-2208,coding,"Create a SQL query to select all records in the ""customers"" table where the customer name is ""John Smith"".",SELECT * FROM customers WHERE name = 'John Smith';,sahil2801/CodeAlpaca-20k,2208
codealpaca-683,coding,Create a Java class that prints the Fibonacci sequence between 0 and 10.,"public class Fibonacci { public static void main(String[] args) { printFibonacci(); } public static void printFibonacci() { int n1 = 0; int n2 = 1; int n3; System.out.print(n1 + "" "" + n2); for (int i = 0; i < 8; i++) { n3 = n1 + n2; System.out.print("" "" + n3); n1 = n2; n2 = n3; } } }",sahil2801/CodeAlpaca-20k,683
dolly-4066,factual,What should I check when planning a trip?,"In addition to the usual items like air tickets, accommodation, sightseeing spots, visa requirements, travel restrictions, ... you should also check some of these depending on where you’re heading: - Monsoon season if for example traveling to Southeast Asia. It tends to rain more during this season which may impact the activities you can do or the road conditions. Keep in mind that the monsoon season varies across countries and even across regions of the same country. - Major holidays: Including public holidays, festivals, school holidays. These impact the opening hours and the crowd at sightseeing spots. Check the major holidays in neighbouring countries as well. For example, long holidays in Australia may affect the crowd in Bali, Indonesia as a popular travel destination, or the Golden week in Japan means that a lot of locals would travel around Japan. - Major events: Including popular festivals and major sport events. You are either interested in some of these events so you may want to plan your trip to attend those or you may want to avoid them as finding accommodation and air tickets can be more difficult and more expensive. For example, it is more difficult to travel to Melbourne during the Australian Open. - Natural phenomena: Such as the cyclone season in Fiji or the jellyfish season in Cairns, Australia.",databricks/databricks-dolly-15k,4066
codealpaca-9631,coding,"Construct a MySQL query to select certain columns from the table ""Books"".","SELECT title, author FROM Books;",sahil2801/CodeAlpaca-20k,9631
codealpaca-882,coding,Create a MySQL table and insert data into it.,"CREATE TABLE persons ( firstname TEXT NOT NULL, lastname TEXT NOT NULL ); INSERT INTO persons (firstname, lastname) VALUES ('John', 'Doe'), ('Jane', 'Doe');",sahil2801/CodeAlpaca-20k,882
codealpaca-11078,coding,Create a SQL query to find all records of employees who are over 40 years old.,SELECT * FROM Employees WHERE age > 40;,sahil2801/CodeAlpaca-20k,11078
codealpaca-12578,coding,Find physical address of the code.,The physical address of the code is 18446744071421161285.,sahil2801/CodeAlpaca-20k,12578
codealpaca-9144,coding,Perform sentiment analysis on the following sentence and indicate if it is positive or negative.,Negative sentiment.,sahil2801/CodeAlpaca-20k,9144
codealpaca-16889,coding,Organize the given code snippet into an array data structure.,"var array = [""1"", ""Hello"", ""there"", ""10"", ""45"", ""Apple""];",sahil2801/CodeAlpaca-20k,16889
